"URLLength","DomainLength","TLDEncoding","NoOfLettersInURL","NoOfDegitsInURL","NoOfSpecialCharsInURL","IsHTTPS","LineOfCode","LargestLineLength","HasTitle","NoOfReference","DomainTitleMatchScore","URLTitleMatchScore","HasFavicon","Robots","IsResponsive","NoOfExternalFiles","HasDescription","HasSocialNet","HasCopyrightInfo","label"
28,21,0.545212198763062,15,0,1,1,3793,3991,1,198,100,100,0,0,1,317,1,1,1,1
29,22,0.545212198763062,16,0,1,1,349,519,1,2,100,100,0,0,0,8,1,0,1,1
27,20,0.545212198763062,14,0,1,1,289,331,1,61,100,100,1,0,1,55,1,0,1,1
33,26,0.545212198763062,20,0,1,1,489,1835,1,123,100,100,0,1,1,36,1,1,1,1
80,19,0.545212198763062,62,5,5,1,5,100000,0,1,0,0,0,0,0,3,0,0,1,0
41,35,0.545212198763062,27,0,3,0,16,93,1,0,0,0,0,0,0,0,0,0,0,0
34,25,0.545212198763062,22,1,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
30,23,0.545212198763062,17,0,1,1,4730,7410,1,33,100,100,0,0,1,52,0,1,0,1
27,20,0.545212198763062,14,0,1,1,1165,663,1,51,100,100,1,0,1,61,1,1,1,1
29,22,0.545212198763062,16,0,1,1,13561,10175,1,638,100,100,1,1,1,126,1,1,1,1
21,15,0.545212198763062,9,0,1,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
21,15,0.545212198763062,6,3,1,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
30,23,0.545212198763062,17,0,1,1,908,566,1,16,100,100,1,0,1,57,1,1,1,1
28,21,0.545212198763062,15,0,1,1,343,2230,1,14,100,100,0,0,0,6,1,0,1,1
35,28,0.545212198763062,21,0,2,1,862,12455,1,226,100,100,0,1,1,51,1,1,1,1
30,24,0.545212198763062,18,0,1,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0
27,20,0.545212198763062,14,0,1,1,834,1755,1,57,100,100,1,1,1,41,1,1,1,1
38,30,0.545212198763062,28,0,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
24,18,0.545212198763062,10,0,3,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0
31,24,0.545212198763062,18,0,1,1,4422,1835,1,232,0,0,1,0,1,125,1,1,1,1
26,19,0.545212198763062,13,0,1,1,292,416,1,17,100,100,0,0,1,47,0,1,0,1
29,23,0.545212198763062,16,0,2,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0
36,29,0.545212198763062,23,0,1,1,11063,42953,1,735,100,100,0,0,1,64,1,1,1,1
40,33,0.545212198763062,29,0,4,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0
29,22,0.545212198763062,16,0,1,1,403,522,1,62,100,100,1,0,1,21,0,1,1,1
36,28,0.545212198763062,25,1,2,1,30,115,1,2,0,0,0,0,1,3,0,0,0,0
35,28,0.545212198763062,22,0,1,1,1538,1773,1,303,100,100,1,1,1,140,1,1,1,1
19,11,0.545212198763062,10,0,1,1,2,156,0,0,0,0,0,0,0,0,0,0,0,0
33,24,0.545212198763062,22,0,3,1,98,292,1,0,0,0,0,0,0,0,0,0,0,0
27,20,0.545212198763062,14,0,1,1,2852,6234,1,92,100,100,0,0,1,138,1,1,1,1
35,29,0.545212198763062,23,0,1,0,2,2826,1,2,100,100,0,0,1,1,0,0,0,0
29,22,0.545212198763062,16,0,1,1,3033,1864,1,9,100,100,0,0,1,59,1,1,0,1
32,23,0.545212198763062,20,1,3,1,122,12452,1,4,0,0,0,0,1,10,0,0,1,0
32,25,0.545212198763062,19,0,1,1,566,2786,1,125,100,100,1,0,1,36,0,1,1,1
19,13,0.545212198763062,10,0,2,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
37,31,0.545212198763062,23,0,3,0,16,50,1,0,0,0,0,0,0,0,0,0,0,0
58,42,0.545212198763062,38,7,5,1,2,67,0,0,0,0,0,0,0,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,869,1344,1,90,100,100,0,0,0,23,0,0,1,1
37,28,0.545212198763062,24,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
21,14,0.545212198763062,8,0,1,1,215,389,1,45,100,100,0,0,1,8,0,0,1,1
27,20,0.545212198763062,14,0,1,1,1162,1933,1,84,100,100,0,0,1,82,1,0,1,1
39,33,0.545212198763062,19,8,1,0,2,49,0,0,4,4,0,0,0,0,0,0,0,0
22,14,0.545212198763062,13,0,1,1,25,565,1,2,100,100,0,0,1,0,0,0,0,0
28,21,0.545212198763062,15,0,1,1,3557,9381,1,646,100,100,0,1,1,209,1,1,1,1
41,35,0.545212198763062,26,1,3,0,16,50,1,0,0,0,0,0,0,0,0,0,0,0
38,31,0.545212198763062,24,0,2,1,1313,9974,1,365,100,100,0,1,1,252,0,1,1,1
20,13,0.545212198763062,7,0,1,1,1587,10440,1,142,100,100,0,1,1,56,1,0,1,1
27,21,0.545212198763062,14,0,2,0,79,1209,1,1,100,100,0,1,0,3,1,0,1,0
20,13,0.545212198763062,7,0,1,1,831,825,1,150,100,100,0,0,1,55,1,1,1,1
29,22,0.545212198763062,16,0,1,1,1245,757,1,51,100,100,1,0,1,28,1,1,1,1
21,14,0.545212198763062,8,0,1,1,464,492,1,4,100,100,1,0,0,21,1,0,1,1
33,27,0.545212198763062,21,0,1,0,2,488,1,0,100,100,0,0,0,0,0,0,0,0
25,18,0.545212198763062,12,0,1,1,3116,25947,1,312,100,100,1,1,1,165,1,1,1,1
34,25,0.545212198763062,22,1,3,1,2,2278,1,1,0,0,0,0,1,2,0,0,0,0
40,33,0.545212198763062,27,0,1,1,1590,9381,1,386,0,0,0,1,1,87,1,1,1,1
36,29,0.545212198763062,23,0,1,1,250,775,1,70,100,100,1,0,1,25,1,0,0,1
234,79,0.545212198763062,158,39,29,1,2,275,0,0,1.333333333,0.452488688,0,0,0,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,145,385,1,24,100,100,0,0,0,6,0,0,0,1
34,25,0.545212198763062,16,6,4,1,271,20354,1,5,0,0,1,0,1,31,0,0,0,0
24,17,0.545212198763062,11,0,1,1,33156,518,1,473,100,100,0,0,0,1170,1,1,0,1
26,19,0.545212198763062,13,0,1,1,1680,2438,1,59,100,100,0,0,1,29,1,0,0,1
25,18,0.545212198763062,12,0,1,1,1100,1902,1,82,100,100,0,1,1,17,0,0,1,1
26,19,0.545212198763062,13,0,1,1,1771,8047,1,466,100,100,0,1,1,242,1,1,1,1
31,23,0.545212198763062,21,0,2,1,129,368,1,3,0,0,0,1,1,2,0,0,0,0
26,19,0.545212198763062,13,0,1,1,732,1820,1,279,100,100,1,1,0,36,1,0,1,1
35,19,0.545212198763062,22,1,4,1,64,151,1,4,0,0,0,1,1,10,1,0,0,0
50,42,0.545212198763062,38,0,4,1,50,89,1,1,0,0,0,0,1,0,1,0,0,0
39,30,0.545212198763062,28,0,3,1,88,2863,1,1,0,0,0,1,1,1,0,0,0,0
167,15,0.545212198763062,131,13,15,1,10,36497,1,4,0,0,1,0,1,4,0,0,1,0
27,20,0.545212198763062,14,0,2,0,84,254,1,12,0,0,1,1,1,6,0,0,0,0
35,26,0.545212198763062,17,6,4,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
26,19,0.545212198763062,12,0,2,1,388,734,1,94,100,100,1,1,0,34,1,1,1,1
45,31,0.545212198763062,31,1,5,1,95,394,1,3,0,0,0,1,1,2,0,0,0,0
39,31,0.545212198763062,27,2,3,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0
20,13,0.545212198763062,6,1,1,1,11213,2673,1,1408,100,100,0,0,1,252,1,1,1,1
25,18,0.545212198763062,12,0,1,1,272,2608,1,129,100,100,0,0,1,10,0,1,1,1
28,21,0.545212198763062,15,0,1,1,992,2275,1,173,100,100,0,0,0,37,0,1,0,1
26,19,0.545212198763062,13,0,1,1,1940,6662,1,216,100,100,1,0,1,54,1,1,0,1
25,19,0.545212198763062,13,0,1,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0
38,30,0.545212198763062,28,0,3,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0
25,18,0.545212198763062,12,0,1,1,1364,9381,1,282,100,100,1,1,1,70,1,1,1,1
43,34,0.545212198763062,32,0,3,1,17,110,1,2,0,0,0,0,0,0,0,0,0,0
24,17,0.545212198763062,11,0,1,1,1562,1206,1,113,100,100,1,0,1,71,1,1,1,1
34,25,0.545212198763062,16,6,4,1,271,19898,1,5,0,0,1,0,1,31,0,0,0,0
29,22,0.545212198763062,16,0,1,1,548,2147,1,95,100,100,0,1,1,44,1,1,1,1
26,19,0.545212198763062,13,0,1,1,435,893,1,19,100,100,0,0,1,23,1,1,0,1
34,28,0.545212198763062,18,1,4,0,2,194,0,0,0,0,0,0,0,0,0,0,0,0
22,16,0.545212198763062,8,2,1,0,13,97,1,2,100,100,0,0,0,0,0,0,0,0
41,35,0.545212198763062,27,0,3,0,16,50,1,0,0,0,0,0,0,0,0,0,0,0
34,27,0.545212198763062,21,0,1,1,4730,6754,1,134,100,100,1,0,0,33,0,1,1,1
19,13,0.545212198763062,7,0,1,0,47,128,1,1,100,100,0,0,0,1,0,0,0,0
34,27,0.545212198763062,21,0,1,1,1598,13902,1,222,100,100,0,1,1,101,0,1,0,1
28,21,0.545212198763062,15,0,1,1,609,490,1,127,0,0,1,1,1,43,1,0,1,1
23,17,0.545212198763062,9,1,2,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0
20,14,0.545212198763062,8,0,1,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0
26,19,0.545212198763062,13,0,1,1,833,2989,1,127,100,100,1,1,1,52,1,0,0,1
36,27,0.545212198763062,18,6,4,1,271,19827,1,5,0,0,1,0,1,31,0,0,0,0
25,18,0.545212198763062,12,0,1,1,5173,3976,1,285,100,100,1,0,1,196,1,1,1,1
26,19,0.545212198763062,13,0,1,1,498,1477,1,21,100,100,1,1,0,35,1,1,1,1
21,14,0.545212198763062,8,0,1,1,3916,235,1,696,100,100,1,0,1,564,1,1,1,1
35,28,0.545212198763062,21,0,2,1,1173,13278,1,25,100,100,1,1,1,22,0,1,1,1
30,23,0.545212198763062,17,0,1,1,4118,12777,1,393,100,100,1,0,0,65,0,1,1,1
27,20,0.545212198763062,14,0,1,1,3200,8735,1,159,100,100,1,0,1,105,1,1,1,1
38,31,0.545212198763062,25,0,1,1,9510,14607,1,324,100,100,1,0,1,80,1,1,1,1
270,43,0.545212198763062,206,45,11,1,147,28834,1,4,0,0,0,0,1,3,0,0,0,0
56,32,0.545212198763062,37,6,5,1,11,85,1,0,0,0,0,0,0,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,1366,2676,1,47,100,100,0,0,1,57,1,1,1,1
28,21,0.545212198763062,15,0,1,1,646,9381,1,165,100,100,0,1,1,90,1,1,1,1
22,16,0.545212198763062,10,0,1,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
95,39,0.545212198763062,53,27,8,0,34,24796,0,1,0,1.204819277,0,0,0,2,0,0,0,0
167,15,0.545212198763062,120,22,17,1,8,36850,1,4,0,0,1,0,1,4,0,0,1,0
32,25,0.545212198763062,19,0,1,1,1056,9494,1,208,100,100,1,1,1,65,0,1,1,1
32,25,0.545212198763062,19,0,1,1,14794,8230,1,168,100,100,1,0,1,437,1,1,1,1
36,27,0.545212198763062,25,0,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
46,37,0.545212198763062,34,1,3,1,229,82948,1,1,0,0,0,0,0,2,0,0,0,0
29,22,0.545212198763062,16,0,1,1,1616,1252,1,237,100,100,0,0,1,72,1,1,1,1
33,26,0.545212198763062,20,0,1,1,234,655,1,20,100,100,0,0,0,32,1,0,1,1
34,28,0.545212198763062,22,0,1,0,49,795,0,0,0,0,0,0,0,2,0,0,0,0
25,19,0.545212198763062,12,0,2,0,165,155,1,2,0,0,0,0,0,5,0,0,0,0
25,19,0.545212198763062,13,0,1,0,2,2826,1,2,100,100,0,0,1,1,0,0,0,0
26,19,0.545212198763062,13,0,1,1,200,780,1,13,100,100,0,0,0,60,0,1,1,1
123,16,0.545212198763062,98,12,5,1,2,664,0,0,0,0.900900901,0,0,0,0,0,0,0,0
40,22,0.545212198763062,26,0,3,0,9,50,1,0,0,100,0,0,0,0,0,0,0,0
18,10,0.545212198763062,5,4,2,0,4,57,0,2,0,0,0,0,0,0,0,0,0,0
31,25,0.545212198763062,17,2,1,0,2,39,0,0,5.882352941,5.882352941,0,0,0,0,0,0,0,0
28,21,0.545212198763062,15,0,1,1,1222,4524,1,190,0,0,0,1,1,87,0,1,1,1
26,19,0.545212198763062,13,0,1,1,947,2824,1,196,100,100,0,1,1,84,1,1,1,1
28,22,0.545212198763062,16,0,1,0,39,2314,1,2,100,100,0,0,0,0,0,0,0,0
26,19,0.545212198763062,13,0,1,1,863,4820,1,94,100,100,0,0,1,63,0,1,1,1
40,31,0.545212198763062,28,0,4,1,145,15744,1,2,0,0,1,0,1,18,0,0,0,0
31,15,0.545212198763062,20,0,3,1,260,490,1,1,0,100,0,0,1,13,0,0,0,0
40,31,0.545212198763062,27,2,3,1,228,77763,1,1,0,0,0,0,0,1,0,0,0,0
31,24,0.545212198763062,18,0,1,1,880,6292,1,49,100,100,0,0,1,21,1,1,0,1
24,17,0.545212198763062,11,0,1,1,246,549,1,44,100,100,0,0,0,7,0,1,1,1
54,45,0.545212198763062,37,3,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
32,24,0.545212198763062,22,0,2,1,11,108,1,0,100,100,0,0,0,0,0,0,0,0
30,23,0.545212198763062,17,0,1,1,749,9381,1,242,100,100,0,1,1,24,1,0,1,1
30,23,0.545212198763062,17,0,1,1,598,2601,1,34,100,100,1,0,0,48,1,1,1,1
23,17,0.545212198763062,11,0,1,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0
27,20,0.545212198763062,14,0,1,1,505,1233,1,55,100,100,0,0,0,51,1,1,1,1
30,23,0.545212198763062,17,0,1,1,571,4067,1,134,100,100,0,0,0,19,1,1,1,1
25,18,0.545212198763062,12,0,1,1,1193,442,1,64,100,100,1,0,1,128,1,1,1,1
35,25,0.545212198763062,21,0,2,1,35,126,1,0,0,94.73684211,0,1,1,1,0,0,0,0
41,35,0.545212198763062,27,0,3,0,118,448,1,2,0,0,0,1,0,11,1,0,1,0
30,23,0.545212198763062,17,0,1,1,4371,22591,1,222,100,100,1,1,1,119,1,1,0,1
27,20,0.545212198763062,14,0,1,1,265,552,1,25,100,100,0,0,1,33,0,1,1,1
25,18,0.545212198763062,12,0,1,1,2379,9632,1,168,100,100,1,0,1,66,1,1,1,1
26,19,0.545212198763062,13,0,1,1,461,668,1,102,100,100,1,0,1,82,1,0,1,1
29,23,0.545212198763062,16,0,2,0,16,93,1,0,0,0,0,0,0,0,0,0,0,0
34,27,0.545212198763062,21,0,1,1,627,8041,1,158,0,0,1,1,0,56,1,1,1,1
26,19,0.545212198763062,11,2,1,1,848,18708,1,178,100,100,0,1,1,46,1,1,1,1
28,21,0.545212198763062,15,0,1,1,767,13335,1,91,100,100,1,1,1,22,1,1,1,1
20,13,0.545212198763062,7,0,1,1,3085,1185,1,224,100,100,1,1,1,34,1,1,1,1
32,25,0.545212198763062,19,0,1,1,658,13412,1,51,100,100,1,0,0,14,1,1,0,1
43,34,0.545212198763062,24,6,5,1,13,119,1,1,0,0,0,0,0,0,0,0,0,0
33,25,0.545212198763062,21,2,3,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0
19,12,0.545212198763062,3,4,1,0,2,2826,1,2,100,100,0,0,1,1,0,0,0,0
26,19,0.545212198763062,13,0,1,1,1567,854,1,202,100,100,0,0,1,82,1,1,1,1
25,18,0.545212198763062,12,0,1,1,3296,1308,1,157,100,100,1,0,1,64,1,1,0,1
24,17,0.545212198763062,11,0,1,1,7587,8959,1,109,77.77777778,77.77777778,1,0,1,144,1,1,1,1
95,48,0.545212198763062,71,8,9,0,172,202,1,10,0,0,1,1,1,11,0,0,0,0
28,21,0.545212198763062,15,0,1,1,1635,8047,1,89,100,100,0,1,1,36,1,1,1,1
24,17,0.545212198763062,11,0,1,1,173,360,1,8,100,100,0,0,1,20,0,0,1,1
31,22,0.545212198763062,18,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
32,25,0.545212198763062,20,0,1,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0
33,26,0.545212198763062,20,0,1,1,1581,4525,1,264,0,0,1,1,1,61,1,1,1,1
23,16,0.545212198763062,10,0,1,1,344,3003,1,25,100,100,1,0,1,48,1,0,1,1
33,26,0.545212198763062,19,0,2,1,1527,9381,1,133,100,100,0,1,1,297,0,1,0,1
95,39,0.545212198763062,57,23,8,0,2,105,0,0,0,1.204819277,0,0,0,0,0,0,0,0
27,20,0.545212198763062,15,0,1,0,9,57,1,0,100,100,0,0,0,0,0,0,0,0
20,13,0.545212198763062,7,0,1,1,635,5735,1,97,100,100,0,0,1,10,1,0,1,1
27,20,0.545212198763062,15,0,1,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0
33,26,0.545212198763062,20,0,1,1,524,476,1,48,100,100,0,0,1,7,0,0,1,1
29,22,0.545212198763062,16,0,1,1,154,399,1,15,100,100,1,0,0,21,0,1,1,1
52,27,0.545212198763062,38,0,7,0,9,60,1,0,0,0,0,0,0,0,0,0,0,0
167,15,0.545212198763062,123,19,17,1,10,36781,1,4,0,0,1,0,1,4,0,0,1,0
27,20,0.545212198763062,15,0,1,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0
64,20,0.545212198763062,44,2,10,1,2,65805,0,0,0,2.040816327,0,0,0,0,0,0,0,0
32,25,0.545212198763062,19,0,1,1,566,9381,1,110,100,100,0,1,1,38,0,1,1,1
25,18,0.545212198763062,12,0,1,1,3348,45974,1,280,100,100,0,1,1,125,0,1,1,1
28,22,0.545212198763062,16,0,1,0,11,82,1,2,100,100,0,0,0,0,0,0,0,0
23,16,0.545212198763062,10,0,1,1,1238,9381,1,255,100,100,1,1,1,44,1,1,1,1
35,26,0.545212198763062,21,2,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
23,16,0.545212198763062,10,0,1,1,430,504,1,36,100,100,1,1,0,76,1,0,1,1
22,16,0.545212198763062,7,2,2,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0
26,19,0.545212198763062,12,0,2,1,691,676,1,53,0,0,1,0,1,33,1,0,1,1
93,19,0.545212198763062,69,11,5,1,5,100000,0,1,0,0,0,0,0,2,0,0,1,0
92,19,0.545212198763062,72,8,4,1,11,100000,0,0,0,0,0,0,0,0,0,0,0,0
23,16,0.545212198763062,10,0,1,1,815,7984,1,123,100,100,1,0,1,50,1,1,1,1
26,19,0.545212198763062,13,0,1,1,1267,9381,1,259,100,100,0,1,1,89,1,1,1,1
24,18,0.545212198763062,12,0,1,0,15,155,1,0,100,100,0,0,1,0,0,0,0,0
32,26,0.545212198763062,18,1,2,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0
28,21,0.545212198763062,15,0,1,1,633,9381,1,72,100,100,1,1,1,37,0,1,1,1
22,15,0.545212198763062,9,0,1,1,907,851,1,54,100,100,0,0,1,54,1,1,1,1
22,15,0.545212198763062,8,0,2,1,1528,2673,0,55,0,0,0,0,1,44,0,1,1,1
45,37,0.545212198763062,32,3,2,1,50,89,1,1,0,0,0,0,1,0,1,0,0,0
36,20,0.545212198763062,27,0,2,0,217,213,1,2,0,100,0,0,1,19,0,0,1,0
23,17,0.545212198763062,11,0,1,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0
23,16,0.545212198763062,10,0,1,1,3714,1748,1,558,100,100,1,1,1,72,1,1,1,1
28,21,0.545212198763062,15,0,1,1,13913,5173,1,316,100,100,1,0,1,110,1,1,1,1
21,14,0.545212198763062,8,0,1,1,3687,11335,1,276,100,100,1,0,1,152,1,1,1,1
24,18,0.545212198763062,12,0,1,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
34,26,0.545212198763062,22,2,2,1,30,115,1,2,0,0,0,0,1,3,0,0,0,0
28,21,0.545212198763062,15,0,1,1,1175,9381,1,549,100,100,1,1,0,97,0,1,1,1
20,13,0.545212198763062,7,0,1,1,3295,36376,1,391,100,100,1,1,1,83,1,1,1,1
56,47,0.545212198763062,40,0,8,1,44,117,1,0,0,0,0,0,0,1,0,0,0,0
26,19,0.545212198763062,14,0,1,0,30,94,1,0,100,100,0,1,1,0,0,0,0,0
34,26,0.545212198763062,17,6,3,1,13,103,1,1,0,0,0,0,0,0,0,0,0,0
28,21,0.545212198763062,15,0,1,1,522,361,1,31,100,100,1,0,0,39,0,1,1,1
48,42,0.545212198763062,30,1,6,0,10,61,0,0,0,0,0,0,0,0,0,0,0,0
58,52,0.545212198763062,40,1,6,0,10,71,0,0,0,0,0,0,0,0,0,0,0,0
45,26,0.545212198763062,20,9,8,1,11,85,1,0,0,0,0,0,0,0,0,0,0,0
23,17,0.545212198763062,11,0,1,0,11,67,1,1,100,100,0,0,0,0,0,0,0,0
131,16,0.545212198763062,111,4,8,1,207,24629,1,6,0,0,1,0,1,10,0,0,1,0
27,21,0.545212198763062,13,1,2,0,28,76,1,0,0,0,0,0,1,0,0,0,0,0
33,26,0.545212198763062,20,0,1,1,790,11809,1,49,100,100,1,0,1,68,1,1,0,1
21,15,0.545212198763062,9,0,1,0,2,84,0,1,0,0,0,0,0,0,0,0,0,0
24,17,0.545212198763062,11,0,1,1,5574,29701,1,442,100,100,1,0,1,103,1,1,1,1
23,17,0.545212198763062,11,0,1,0,9,86,1,1,100,100,0,0,0,0,0,0,0,0
33,26,0.545212198763062,18,0,3,1,1004,959,1,30,100,100,1,0,1,49,1,0,0,1
28,22,0.545212198763062,15,0,2,0,16,93,1,0,0,0,0,0,0,0,0,0,0,0
43,34,0.545212198763062,30,0,5,1,2,3312,1,2,0,0,1,0,1,3,0,0,0,0
105,30,0.545212198763062,83,4,10,1,90,394,1,4,0,98.9010989,0,1,1,2,0,0,0,0
37,31,0.545212198763062,24,0,2,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0
35,28,0.545212198763062,22,0,1,1,814,3667,1,326,100,100,1,0,1,73,1,1,1,1
32,25,0.545212198763062,19,0,1,1,4505,3096,1,384,100,100,1,0,1,288,1,1,1,1
26,19,0.545212198763062,13,0,1,1,162,1329,1,23,100,100,1,1,0,10,1,1,1,1
39,32,0.545212198763062,26,0,1,1,3448,51162,1,213,0,0,1,1,0,154,1,1,0,1
26,19,0.545212198763062,13,0,1,1,1528,8047,1,387,100,100,1,1,1,137,1,1,1,1
36,27,0.545212198763062,18,6,4,1,271,21513,1,5,0,0,1,0,1,31,0,0,0,0
30,24,0.545212198763062,18,0,1,0,13,1136,1,0,100,100,0,0,1,1,0,0,0,0
28,21,0.545212198763062,15,0,1,1,1453,21679,1,149,100,100,0,1,1,82,1,1,1,1
26,20,0.545212198763062,13,0,2,0,9,43,1,0,0,0,0,0,0,0,0,0,0,0
40,31,0.545212198763062,21,6,5,1,273,20992,1,5,0,0,1,0,1,31,0,0,0,0
28,21,0.545212198763062,15,0,1,1,1242,4447,1,226,100,100,1,1,1,75,1,1,1,1
29,22,0.545212198763062,16,0,1,1,844,742,1,121,100,100,0,0,1,5,1,0,1,1
142,65,0.545212198763062,109,12,14,0,12,150,1,0,0,0,0,0,0,0,0,0,0,0
34,27,0.545212198763062,21,0,1,1,1595,478,1,274,0,0,0,0,1,135,1,1,0,1
44,36,0.545212198763062,19,12,6,0,13,127,1,2,0,0,0,0,0,0,0,0,0,0
37,28,0.545212198763062,20,5,4,1,8,99,0,0,0,0,0,0,1,0,0,0,0,0
90,30,0,55,16,11,1,366,9584,1,14,0,0,0,0,1,10,0,0,1,0
36,30,0.5,24,0,1,0,2,2826,1,2,100,100,0,0,1,1,0,0,0,0
22,15,0.5,9,0,1,1,871,243,1,63,100,100,1,0,1,94,1,1,1,1
30,23,1,17,0,1,1,2362,16658,1,81,100,100,1,0,1,37,1,1,0,1
36,29,1,23,0,1,1,1046,9381,1,304,100,100,1,1,0,101,1,1,1,1
28,21,1,14,0,2,1,1464,5301,1,21,100,100,1,0,1,28,1,1,1,1
21,14,1,8,0,1,1,156,1746,1,67,100,100,0,0,1,12,0,0,1,1
21,14,1,8,0,1,1,877,11634,1,393,100,100,0,1,1,56,0,0,1,1
33,26,1,19,0,2,1,1945,514,1,165,100,100,0,0,1,52,1,1,1,1
20,13,1,7,0,1,1,2379,20554,1,166,0,0,1,0,1,129,1,1,1,1
17,10,1,4,0,1,1,2073,15903,1,151,66.66666667,66.66666667,1,0,1,84,1,1,1,1
32,26,0,18,0,3,0,16,200,1,0,0,0,0,0,0,0,0,0,0,0
18,11,0,6,0,1,0,11,71,1,1,100,100,0,0,0,0,0,0,0,0
15,9,0,3,0,1,0,11,69,1,1,100,100,0,0,0,0,0,0,0,0
15,9,0,3,0,1,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0
34,22,0,23,0,4,0,2,44,0,0,0,0,0,0,0,0,0,0,0,0
31,24,1,17,0,2,1,3191,4238,1,195,0,0,1,0,1,103,1,1,1,1
22,14,0,11,2,2,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
26,17,0,15,0,3,1,2,1201,0,2,0,0,1,0,1,2,0,0,0,0
27,19,0,16,1,3,0,122,1882,1,1,0,0,1,0,1,3,0,0,0,0
19,11,0,6,4,1,1,30,113,0,1,0,0,1,0,1,14,0,0,0,0
38,16,0,26,1,3,1,26,75,1,1,0,0,0,0,0,0,0,0,0,0
38,16,0,26,1,3,1,26,75,1,1,0,0,0,0,0,0,0,0,0,0
37,30,0,28,0,2,0,9,50,1,0,0,0,0,0,0,0,0,0,0,0
21,14,0.933333333333333,8,0,1,1,1714,1531,1,117,100,100,0,0,1,157,1,1,1,1
18,11,0.933333333333333,5,0,1,1,365,9045,1,86,100,100,1,1,0,30,1,0,0,1
23,16,0.933333333333333,10,0,1,1,3125,5171,1,766,100,100,1,0,0,52,0,1,1,1
30,23,0.933333333333333,17,0,1,1,216,723,1,23,100,100,0,1,0,20,1,1,0,1
27,20,0.933333333333333,14,0,1,1,673,9381,1,221,0,0,1,1,1,43,0,1,1,1
27,20,0.933333333333333,14,0,1,1,303,842,1,31,92.30769231,92.30769231,1,0,1,35,1,0,0,1
21,14,0.933333333333333,7,0,2,1,1404,2573,1,394,0,0,0,0,1,66,1,1,1,1
20,13,0.933333333333333,7,0,1,1,240,1030,1,51,100,100,1,1,0,12,1,1,1,1
23,16,0.933333333333333,9,0,2,1,272,2407,1,17,0,0,1,1,0,16,1,1,1,1
22,15,0.933333333333333,9,0,1,1,713,981,1,115,100,100,0,0,1,24,1,1,1,1
22,15,0.933333333333333,9,0,1,1,844,1297,1,157,100,100,1,1,1,57,1,1,1,1
27,20,0.933333333333333,14,0,1,1,1305,4082,1,131,100,100,0,0,0,23,0,1,1,1
23,16,0.933333333333333,10,0,1,1,797,21132,1,235,100,100,1,1,1,67,1,1,1,1
25,18,0.933333333333333,12,0,1,1,641,609,1,99,0,0,1,0,0,95,1,1,0,1
30,23,0.933333333333333,17,0,1,1,266,1026,1,19,100,100,0,0,1,28,0,1,1,1
24,17,0.933333333333333,11,0,1,1,359,2602,1,55,100,100,1,0,1,20,0,0,0,1
20,13,0.933333333333333,7,0,1,1,1851,26714,1,248,100,100,1,1,1,120,0,1,1,1
28,21,0.933333333333333,15,0,1,1,2074,3737,1,194,100,100,1,0,1,264,1,1,0,1
23,16,0.933333333333333,10,0,1,1,1143,343,1,166,100,100,1,0,1,39,1,1,1,1
17,10,0.933333333333333,4,0,1,1,1232,431,1,208,100,100,1,0,1,50,0,1,1,1
